Date,Open,High,Low,Close,Adj Close,Day
2014-05-23,165.289993,165.869995,165.190002,165.830002,136.026657,242
2014-05-27,166.449997,166.600006,166.130005,166.470001,136.551498,246
2014-05-28,166.539993,166.550003,165.949997,166.089996,136.239868,247
2014-05-29,166.470001,166.789993,166.029999,166.779999,136.805878,248
2014-05-30,166.600006,167.020004,166.300003,166.929993,136.928772,249
2014-06-02,167.25,167.399994,166.630005,167.199997,137.15033,252
2014-06-03,166.940002,167.199997,166.75,167.020004,137.002716,253
2014-06-04,166.889999,167.270004,166.580002,167.130005,137.092896,254
2014-06-05,167.509995,168.309998,166.919998,168.139999,137.921448,255
2014-06-06,168.580002,169.119995,168.460007,169.080002,138.692398,256
2014-06-09,169.119995,169.580002,169.020004,169.240005,138.8237,259
2014-06-10,169.149994,169.369995,168.839996,169.350006,138.913956,260
2014-06-11,168.75,168.809998,168.089996,168.350006,138.093674,261
2014-06-12,168.289993,168.339996,166.979996,167.289993,137.224152,262
2014-06-13,167.539993,167.830002,167.130005,167.619995,137.494873,263
2014-06-16,167.389999,167.970001,167.149994,167.690002,137.552261,266
2014-06-17,167.429993,168.199997,167.240005,168,137.806564,267
2014-06-18,168.050003,169.059998,167.350006,168.929993,138.569412,268
2014-06-19,169.020004,169.190002,168.539993,169.089996,138.700668,269
2014-06-20,169.25,169.419998,168.960007,169.080002,138.960419,270
2014-06-23,169.059998,169.119995,168.580002,168.910004,138.820602,273
2014-06-24,168.830002,169.330002,167.669998,167.869995,137.965836,274
2014-06-25,167.520004,168.479996,167.509995,168.279999,138.302826,275
2014-06-26,168.380005,168.389999,167.059998,168.080002,138.138489,276
2014-06-27,167.759995,168.25,167.339996,168.169998,138.212402,277
2014-06-30,167.910004,168.350006,167.649994,167.889999,137.982269,280
2014-07-01,168.289993,169.639999,168.229996,169.199997,139.058945,281
2014-07-02,169.309998,169.509995,169.179993,169.399994,139.223312,282
2014-07-03,169.850006,170.470001,169.729996,170.470001,140.102753,283
2014-07-07,169.880005,170.009995,169.550003,169.860001,139.601425,287
2014-07-08,169.580002,169.600006,168.440002,168.850006,138.771301,288
2014-07-09,169.179993,169.729996,168.860001,169.580002,139.371292,289
2014-07-10,167.889999,169.339996,167.699997,168.960007,138.861694,290
2014-07-11,168.770004,169.220001,168.320007,169.199997,139.058945,291
2014-07-14,170.149994,170.610001,170.039993,170.289993,139.954803,294
2014-07-15,170.509995,170.910004,169.779999,170.380005,140.028793,295
2014-07-16,170.960007,171.160004,170.660004,171.070007,140.595871,296
2014-07-17,170.809998,171.320007,169.460007,169.610001,139.39592,297
2014-07-18,169.949997,170.759995,169.740005,170.580002,140.343689,298
2014-07-21,170.100006,170.380005,169.360001,170.179993,140.014587,301
2014-07-22,170.559998,170.960007,170.429993,170.740005,140.475403,302
2014-07-23,170.809998,170.809998,170.199997,170.559998,140.32724,303
2014-07-24,170.660004,170.850006,170.220001,170.440002,140.228592,304
2014-07-25,169.770004,169.850006,168.759995,169.160004,139.175491,305
2014-07-28,169.229996,169.649994,168.369995,169.410004,139.381088,308
2014-07-29,169.889999,170.190002,168.779999,168.779999,138.862808,309
2014-07-30,169.270004,169.520004,167.779999,168.479996,138.615952,310
2014-07-31,167.270004,167.429993,165.289993,165.289993,135.991394,311
2014-08-01,164.800003,165.509995,164.009995,164.570007,135.399033,312
2014-08-04,164.800003,165.610001,164.110001,165.330002,136.024292,315
2014-08-05,164.800003,165.139999,163.339996,163.919998,134.864166,316
2014-08-06,163.460007,164.75,163.369995,164.199997,135.094543,317
2014-08-07,164.850006,164.889999,163.130005,163.550003,134.559845,318
2014-08-08,163.669998,165.380005,163.440002,165.339996,136.032578,319
2014-08-11,165.960007,166.149994,165.470001,165.550003,136.205338,322
2014-08-12,165.279999,165.770004,165,165.490005,136.156021,323
2014-08-13,166,166.660004,165.759995,166.490005,136.978668,324
2014-08-14,166.690002,167.100006,166.460007,167.100006,137.480606,325
2014-08-15,167.419998,167.460007,165.440002,166.350006,137.1064,326
2014-08-18,167.25,168.119995,167.229996,168.059998,138.515762,329
2014-08-19,168.639999,169.020004,168.330002,168.889999,139.199905,330
2014-08-20,168.720001,169.740005,168.720001,169.600006,139.78511,331
2014-08-21,169.809998,170.529999,169.690002,170.179993,140.263046,332
2014-08-22,170.009995,170.479996,169.649994,169.869995,140.007599,333
2014-08-25,170.559998,171.059998,170.440002,170.619995,140.625717,336
2014-08-26,170.820007,171.350006,170.779999,170.929993,140.881256,337
2014-08-27,171.149994,171.210007,170.75,171.009995,140.947128,338
2014-08-28,170.399994,170.880005,170.100006,170.770004,140.749329,339
2014-08-29,170.899994,171,170.25,170.880005,140.840042,340
2014-09-02,170.940002,171.070007,170.039993,170.580002,140.592728,344
2014-09-03,171.380005,171.479996,170.529999,170.720001,140.708191,345
2014-09-04,170.910004,171.559998,170.220001,170.660004,140.658661,346
2014-09-05,170.520004,171.289993,170.009995,171.25,141.144943,347
2014-09-08,171.039993,171.350006,170.75,171.059998,140.988373,350
2014-09-09,170.789993,170.839996,169.889999,170.119995,140.213684,351
2014-09-10,170.169998,170.809998,169.710007,170.669998,140.666992,352
2014-09-11,169.889999,170.619995,169.820007,170.509995,140.53508,353
2014-09-12,170.380005,170.440002,169.399994,169.899994,140.032349,354
2014-09-15,170.059998,170.570007,169.550003,170.320007,140.378525,357
2014-09-16,169.960007,171.710007,169.889999,171.380005,141.252136,358
2014-09-17,171.570007,172.25,170.929993,171.580002,141.417007,359
2014-09-18,172.009995,172.800003,171.899994,172.610001,142.265991,360
2014-09-19,173,173.320007,172.190002,172.449997,142.474976,361
2014-09-22,172.350006,172.380005,171.220001,171.410004,141.615723,364
2014-09-23,170.850006,171.380005,170.210007,170.210007,140.624359,365
2014-09-24,170.360001,171.899994,169.979996,171.789993,141.929611,366
2014-09-25,171.5,171.529999,169.089996,169.169998,139.76506,367
2014-09-26,169.789993,171.130005,169.5,170.699997,141.02916,368
2014-09-29,169.179993,170.580002,168.940002,170.330002,140.723434,371
2014-09-30,170.449997,171.100006,169.800003,170.070007,140.50856,372
2014-10-01,169.910004,169.979996,167.419998,167.679993,138.533997,373
2014-10-02,167.389999,168.270004,166.429993,167.649994,138.509323,374
2014-10-03,168.889999,169.970001,168.369995,169.720001,140.219482,375
2014-10-06,170.440002,170.690002,168.960007,169.570007,140.095459,378
2014-10-07,168.729996,168.940002,166.860001,166.860001,137.856583,379
2014-10-08,166.869995,169.820007,166.350006,169.619995,140.136841,380
2014-10-09,169.160004,169.479996,166.199997,166.339996,137.427032,381
2014-10-10,166.389999,167.360001,165.210007,165.210007,136.493439,382
2014-10-13,165.089996,165.789993,162.839996,162.929993,134.609711,385
2014-10-14,163.669998,164.410004,162.5,163.029999,134.692291,386
2014-10-15,161.190002,161.850006,158.270004,161.279999,133.246475,387
2014-10-16,159,161.949997,158.729996,160.979996,132.998611,388
2014-10-17,162.679993,163.949997,162.210007,163.449997,135.039291,389
2014-10-20,162.350006,163.679993,162.25,163.649994,135.204559,392
2014-10-21,164.449997,165.869995,164.119995,165.800003,136.980743,393
2014-10-22,166.169998,166.229996,164.279999,164.380005,135.807739,394
2014-10-23,166.050003,167.360001,166.009995,166.449997,137.517899,395
2014-10-24,166.600006,167.789993,166.169998,167.740005,138.583618,396
2014-10-27,167.229996,168.059998,166.970001,167.880005,138.699387,399
2014-10-28,168.479996,169.690002,168.139999,169.660004,140.169907,400
2014-10-29,170.009995,170.339996,168.610001,169.399994,139.955032,401
2014-10-30,169.630005,171.940002,169.600006,171.600006,141.772751,402
2014-10-31,173.339996,173.630005,172.789993,173.449997,143.301163,403
2014-11-03,173.570007,173.779999,173.050003,173.360001,143.226822,406
2014-11-04,173.080002,173.649994,172.460007,173.460007,143.309402,407
2014-11-05,174.589996,174.619995,173.710007,174.550003,144.209915,408
2014-11-06,174.75,175.410004,174.179993,175.289993,144.821304,409
2014-11-07,175.240005,175.600006,174.770004,175.580002,145.060852,410
2014-11-10,175.619995,176.059998,175.330002,175.949997,145.366501,413
2014-11-11,175.979996,176.240005,175.690002,176.020004,145.424454,414
2014-11-12,175.259995,176.199997,175.25,176.039993,145.440933,415
2014-11-13,176.25,176.979996,175.789993,176.440002,145.771439,416
2014-11-14,176.360001,176.649994,176.119995,176.350006,145.697083,417
2014-11-17,176.059998,176.759995,176,176.490005,145.812714,420
2014-11-18,176.529999,177.380005,176.449997,176.960007,146.201004,421
2014-11-19,176.850006,177.190002,176.289993,176.929993,146.176178,422
2014-11-20,176.110001,177.279999,176.029999,177.25,146.440506,423
2014-11-21,178.520004,178.600006,177.279999,177.699997,147.184387,424
2014-11-24,178.130005,178.220001,177.589996,177.800003,147.267227,427
2014-11-25,178.160004,178.190002,177.559998,177.960007,147.39975,428
2014-11-26,177.960007,178.089996,177.649994,178.009995,147.441101,429
2014-11-28,178.119995,178.690002,177.860001,178.100006,147.515717,431
2014-12-01,177.539993,178.020004,177.029999,177.600006,147.101532,434
2014-12-02,177.679993,178.770004,177.669998,178.559998,147.896759,435
2014-12-03,178.589996,179.139999,178.410004,178.960007,148.227936,436
2014-12-04,178.729996,179.300003,178.029999,178.830002,148.120407,437
2014-12-05,179.279999,179.820007,178.990005,179.509995,148.683533,438
2014-12-08,178.960007,179.539993,177.970001,178.539993,147.880157,441
2014-12-09,176.779999,178.029999,176.220001,177.960007,147.39975,442
2014-12-10,177.5,177.5,175.009995,175.289993,145.188278,443
2014-12-11,175.889999,177.660004,175.699997,176.029999,145.801178,444
2014-12-12,174.770004,175.669998,172.929993,173,143.291473,445
2014-12-15,173.75,174.130005,171.210007,171.789993,142.289276,448
2014-12-16,171.270004,174.389999,170.740005,170.850006,141.510727,449
2014-12-17,171.270004,173.979996,171.080002,173.589996,143.780167,450
2014-12-18,175.979996,177.830002,175.369995,177.789993,147.258926,451
2014-12-19,177.789993,178.419998,177.149994,177.649994,147.460602,452
2014-12-22,178.220001,179.360001,178.190002,179.360001,148.88002,455
2014-12-23,179.869995,180.399994,179.679993,180.029999,149.436218,456
2014-12-24,180.190002,180.529999,179.940002,180.029999,149.436218,457
2014-12-26,180.490005,180.710007,180.190002,180.190002,149.569016,459
2014-12-29,179.880005,180.380005,179.809998,180.110001,149.50264,462
2014-12-30,179.630005,179.869995,179.240005,179.460007,148.963074,463
2014-12-31,179.820007,180.119995,177.880005,177.880005,147.65155,464
2015-01-02,178.649994,179.229996,176.979996,177.940002,147.701355,466
2015-01-05,177.059998,177.210007,174.460007,174.839996,145.128174,469
2015-01-06,175.100006,175.539993,172.320007,173.389999,143.924561,470
2015-01-07,174.850006,175.789993,174.240005,175.589996,145.750641,471
2015-01-08,177.259995,178.960007,177.210007,178.759995,148.382034,472
2015-01-09,178.979996,179.059998,176.630005,177.220001,147.103775,473
2015-01-12,177.440002,177.630005,175.460007,176.240005,146.290237,476
2015-01-13,177.720001,179.029999,174.699997,175.979996,146.074448,477
2015-01-14,173.440002,174.720001,172.419998,174.059998,144.480728,478
2015-01-15,174.740005,175.080002,172.809998,173.059998,143.650757,479
2015-01-16,172.570007,174.970001,172.119995,174.669998,145.111115,480
2015-01-20,175.229996,175.610001,173.139999,174.899994,145.302277,484
2015-01-21,174.25,175.75,173.660004,175.350006,145.676117,485
2015-01-22,175.919998,178.139999,174.509995,177.919998,147.811218,486
2015-01-23,177.710007,177.820007,176.389999,176.410004,146.556686,487
2015-01-26,176.160004,176.710007,175.380005,176.5,146.631409,490
2015-01-27,173.5,174.75,172.589996,173.589996,144.213943,491
2015-01-28,174.550003,174.610001,171.589996,171.720001,142.66037,492
2015-01-29,172.160004,174.070007,171.059998,173.899994,144.471466,493
2015-01-30,173.199997,173.949997,171.270004,171.449997,142.436066,494
2015-02-02,171.949997,173.429993,170.100006,173.270004,143.948044,497
2015-02-03,174.130005,176.399994,174.100006,176.330002,146.49028,498
2015-02-04,175.800003,177.570007,175.779999,176.529999,146.656326,499
2015-02-05,177.279999,178.639999,177.089996,178.550003,148.334549,500
2015-02-06,178.820007,179.360001,177.479996,178.089996,147.952408,501
2015-02-09,177.179993,177.940002,176.679993,177.089996,147.121628,504
2015-02-10,178.169998,178.75,177.139999,178.509995,148.30127,505
2015-02-11,178.089996,179.089996,177.669998,178.699997,148.459198,506
2015-02-12,179.270004,179.929993,179,179.839996,149.406265,507
2015-02-13,180,180.539993,179.759995,180.339996,149.821686,508
2015-02-17,180.059998,180.699997,179.710007,180.570007,150.012817,512
2015-02-18,180.179993,180.679993,179.970001,180.470001,149.929718,513
2015-02-19,179.869995,180.429993,179.429993,180.089996,149.613907,514
2015-02-20,179.149994,181.199997,178.5,181.139999,150.89682,515
2015-02-23,180.710007,180.919998,180.320007,180.919998,150.713638,518
2015-02-24,181.029999,182.059998,180.889999,181.910004,151.538239,519
2015-02-25,181.809998,182.169998,181.559998,181.960007,151.579987,520
2015-02-26,181.919998,182.240005,181.399994,182.009995,151.621552,521
2015-02-27,181.929993,181.940002,181.149994,181.190002,150.938568,522
2015-03-02,181.369995,182.679993,181.369995,182.679993,152.179703,525
2015-03-03,182.229996,182.389999,181.190002,181.869995,151.504929,526
2015-03-04,181.410004,181.410004,180.130005,180.779999,150.596954,527
2015-03-05,181.25,181.449997,180.710007,181.169998,150.921799,528
2015-03-06,180.119995,180.630005,178.130005,178.399994,148.614304,529
2015-03-09,178.529999,180.190002,178.529999,179.800003,149.780533,532
2015-03-10,178.380005,178.509995,176.679993,176.690002,147.18988,533
2015-03-11,176.979996,177.289993,176.229996,176.350006,146.90657,534
2015-03-12,177.240005,179.020004,177.199997,178.970001,149.089172,535
2015-03-13,178.389999,178.5,176.270004,177.559998,147.91452,536
2015-03-16,178.25,179.910004,178.25,179.779999,149.76384,539
2015-03-17,178.789993,178.970001,177.860001,178.5,148.697601,540
2015-03-18,177.910004,181.009995,176.970001,180.729996,150.555359,541
2015-03-19,180.179993,180.389999,179.309998,179.660004,149.664001,542
2015-03-20,180.460007,181.669998,180.169998,180.960007,151.008255,543
2015-03-23,181.050003,181.75,180.839996,180.850006,150.916473,546
2015-03-24,180.649994,181.190002,179.770004,179.830002,150.065323,547
2015-03-25,179.949997,180.160004,176.880005,176.919998,147.636948,548
2015-03-26,176.149994,177.300003,175.460007,176.479996,147.269806,549
2015-03-27,176.330002,176.970001,175.970001,176.809998,147.545181,550
2015-03-30,178.309998,179.759995,178.279999,179.389999,149.69812,553
2015-03-31,178.520004,179.080002,177.429993,177.580002,148.18779,554
2015-04-01,177.539993,177.539993,175.570007,176.740005,147.486755,555
2015-04-02,176.699997,177.910004,176.429993,177.330002,147.979111,556
2015-04-06,176.320007,179.169998,176.089996,178.589996,149.030609,560
2015-04-07,178.770004,179.580002,178.419998,178.419998,148.888687,561
2015-04-08,178.600006,179.559998,177.960007,178.75,149.164139,562
2015-04-09,178.660004,179.630005,177.979996,179.399994,149.706436,563
2015-04-10,179.669998,180.440002,179.179993,180.369995,150.515869,564
2015-04-13,180.169998,180.860001,179.490005,179.639999,149.906784,567
2015-04-14,179.580002,180.539993,178.800003,180.179993,150.357422,568
2015-04-15,180.830002,181.380005,180.449997,180.880005,150.941452,569
2015-04-16,180.669998,181.509995,180.429993,180.910004,150.966568,570
2015-04-17,179.270004,179.410004,177.160004,177.940002,148.585052,571
2015-04-20,179.309998,180.610001,179.149994,180.029999,150.330231,574
2015-04-21,180.699997,180.880005,178.970001,179.259995,149.687363,575
2015-04-22,179.649994,180.25,178.550003,180.059998,150.355347,576
2015-04-23,179.440002,181.070007,179.199997,180.369995,150.614151,577
2015-04-24,180.5,180.820007,179.789993,180.539993,150.756149,578
2015-04-27,181.460007,181.539993,179.960007,180.169998,150.447189,581
2015-04-28,180.360001,180.940002,178.880005,180.839996,151.006653,582
2015-04-29,179.800003,180.710007,179.240005,180.070007,150.363647,583
2015-04-30,179.699997,180.020004,177.449997,178.179993,148.785492,584
2015-05-01,179.210007,180.009995,178.979996,179.899994,150.221771,585
2015-05-04,180.339996,181.050003,180.25,180.440002,150.672623,588
2015-05-05,180.229996,180.589996,178.779999,179.009995,149.478531,589
2015-05-06,179.869995,180.25,177.25,178.389999,148.9608,590
2015-05-07,178.119995,179.699997,177.889999,179.279999,149.704025,591
2015-05-08,181.139999,182.020004,181.080002,181.850006,151.850082,592
2015-05-11,181.770004,182,180.880005,181.080002,151.207062,595
2015-05-12,180.100006,181.229996,179.270004,180.720001,150.906433,596
2015-05-13,180.850006,181.440002,180.479996,180.75,150.931473,597
2015-05-14,181.809998,182.639999,181.729996,182.539993,152.426208,598
