Date,Adj Close,Day
2020-09-23,253.065048,"2,557"
2020-09-24,253.556885,"2,558"
2020-09-25,256.9617,"2,559"
2020-09-28,260.933838,"2,562"
2020-09-29,259.534088,"2,563"
2020-09-30,262.447083,"2,564"
2020-10-01,263.052307,"2,565"
2020-10-02,261.784943,"2,566"
2020-10-05,266.239532,"2,569"
2020-10-06,262.655121,"2,570"
2020-10-07,267.573029,"2,571"
2020-10-08,268.868683,"2,572"
2020-10-09,270.419739,"2,573"
2020-10-12,272.812469,"2,576"
2020-10-13,271.18576,"2,577"
2020-10-14,269.663147,"2,578"
2020-10-15,269.578094,"2,579"
2020-10-16,270.568665,"2,580"
2020-10-19,266.84079,"2,583"
2020-10-20,267.711334,"2,584"
2020-10-21,266.784058,"2,585"
2020-10-22,268.373627,"2,586"
2020-10-23,268.080322,"2,587"
2020-10-26,262.081757,"2,590"
2020-10-27,259.867798,"2,591"
2020-10-28,251.18222,"2,592"
